30 8 2022 23:1 Start-up Time: 1.767s Avg: 0.181ms 5524FPS Total: 4643.31s
30 8 2022 23:1 Start-up Time: 2.604s Avg: 0.33ms 3030FPS Total: 6045.85s
30 8 2022 23:0 Start-up Time: 2.478s Avg: 0.316ms 3164FPS Total: 6616.42s
30 8 2022 23:0 Start-up Time: 2.54s Avg: 0.334ms 2994FPS Total: 13691.4s
30 8 2022 22:59 Start-up Time: 2.572s Avg: 0.274ms 3649FPS Total: 21997.4s
30 8 2022 22:57 Start-up Time: 2.299s Avg: 0.314ms 3184FPS Total: 3785.98s
30 8 2022 22:57 Start-up Time: 2.491s Avg: 0.335ms 2985FPS Total: 15509.7s
30 8 2022 22:56 Start-up Time: 2.554s Avg: 0.34ms 2941FPS Total: 5845.46s
30 8 2022 22:33 Start-up Time: 2.48s Avg: 0.347ms 2881FPS Total: 14442.9s
30 8 2022 22:33 Start-up Time: 2.57s Avg: 0.34ms 2941FPS Total: 8268.96s
30 8 2022 22:32 Start-up Time: 1.618s Avg: 0.155ms 6451FPS Total: 8420.59s
30 8 2022 22:32 Start-up Time: 3.159s Avg: 0.317ms 3154FPS Total: 17528.7s
30 8 2022 22:31 Start-up Time: 3.215s Avg: 0.313ms 3194FPS Total: 22766.5s
30 8 2022 22:31 Start-up Time: 3.131s Avg: 0.323ms 3095FPS Total: 7745.2s
30 8 2022 22:20 Start-up Time: 6.273s Avg: 0.317ms 3154FPS Total: 18895.2s
30 8 2022 22:18 Start-up Time: 43.301s Avg: 5.931ms 168FPS Total: 50168s
30 8 2022 22:16 Start-up Time: 44.238s Avg: 5.768ms 173FPS Total: 76086.6s
30 8 2022 22:16 Start-up Time: 1.904s Avg: 0.207ms 4830FPS Total: 8154.07s
30 8 2022 22:16 Start-up Time: 9.065s Avg: 0.15ms 6666FPS Total: 16254.1s
30 8 2022 22:14 Start-up Time: 1.551s Avg: 0.147ms 6802FPS Total: 4241.02s
30 8 2022 22:14 Start-up Time: 1.519s Avg: 0.152ms 6578FPS Total: 5058.27s
30 8 2022 22:9 Start-up Time: 1.621s Avg: 0.166ms 6024FPS Total: 18269.1s
30 8 2022 21:58 Start-up Time: 1.539s Avg: 0.158ms 6329FPS Total: 11754.6s
30 8 2022 21:57 Start-up Time: 1.412s Avg: 0.142ms 7042FPS Total: 3497.3s
30 8 2022 21:57 Start-up Time: 1.461s Avg: 0.133ms 7518FPS Total: 13876.2s
30 8 2022 21:57 Start-up Time: 1.43s Avg: 0.14ms 7142FPS Total: 10661.8s
30 8 2022 21:56 Start-up Time: 2.083s Avg: 0.263ms 3802FPS Total: 15852s
30 8 2022 21:55 Start-up Time: 1.491s Avg: 0.154ms 6493FPS Total: 17782.8s
30 8 2022 21:55 Start-up Time: 13.537s Avg: 0.142ms 7042FPS Total: 18890.7s
30 8 2022 21:54 Start-up Time: 7.671s Avg: 0.142ms 7042FPS Total: 25305.9s
30 8 2022 21:54 Start-up Time: 12.593s Avg: 0.141ms 7092FPS Total: 27398.2s
30 8 2022 21:53 Start-up Time: 17.781s Avg: 0.183ms 5464FPS Total: 32148.2s
30 8 2022 21:52 Start-up Time: 20.77s Avg: 0.327ms 3058FPS Total: 50827s
30 8 2022 21:49 Start-up Time: 52.351s Avg: 0.152ms 6578FPS Total: 55399s
30 8 2022 21:49 Start-up Time: 1.639s Avg: 0.127ms 7874FPS Total: 5688.71s
30 8 2022 21:42 Start-up Time: 4.695s Avg: 0.162ms 6172FPS Total: 24314.7s
30 8 2022 21:42 Start-up Time: 1.621s Avg: 0.149ms 6711FPS Total: 6102.94s
30 8 2022 21:42 Start-up Time: 1.649s Avg: 0.248ms 4032FPS Total: 8364.44s
30 8 2022 21:41 Start-up Time: 1.844s Avg: 0.136ms 7352FPS Total: 16362.2s
30 8 2022 20:37 Start-up Time: 1.554s Avg: 0.158ms 6329FPS Total: 22857.2s
30 8 2022 20:37 Start-up Time: 4.115s Avg: 0.193ms 5181FPS Total: 7058.45s
30 8 2022 20:36 Start-up Time: 5.809s Avg: 0.146ms 6849FPS Total: 27723.4s
30 8 2022 20:35 Start-up Time: 7.349s Avg: 0.171ms 5847FPS Total: 27083.6s
30 8 2022 20:33 Start-up Time: 8.236s Avg: 0.182ms 5494FPS Total: 41961.6s
30 8 2022 19:0 Start-up Time: 2.527s Avg: 0.264ms 3787FPS Total: 9613.83s
